imdbId,Imdb Link,Title,IMDB Score,Genre,Poster
10747,http://www.imdb.com/title/tt0010747,Sunnyside (1919),6.8,Comedy|Short,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTU2MjE4MjA5NV5BMl5BanBnXkFtZTgwMzM5MzcwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
10806,http://www.imdb.com/title/tt0010806,True Heart Susie (1919),7.2,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjc1ODI3NTMxMF5BMl5BanBnXkFtZTgwMjE5MjAwMzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
10821,http://www.imdb.com/title/tt0010821,Eerie Tales (1919),6.1,Fantasy|Horror|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmMzNmU3YjgtMzQ1Zi00N2Y2LTllMTEtZDA3NzcyNzRjMDNhXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UX182_CR0,0,182,268_AL_.jpg"
11000,http://www.imdb.com/title/tt0011000,Leaves From Satan's Book (1920),6.8,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BODAwMjU0MzI3MF5BMl5BanBnXkFtZTgwNDMyNzk4MjE@._V1_UY268_CR7,0,182,268_AL_.jpg"
11071,http://www.imdb.com/title/tt0011071,Convict 13 (1920),7.1,Short|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMzOTM3NTkxMV5BMl5BanBnXkFtZTgwNzI0NDAwMjE@._V1_UY268_CR2,0,182,268_AL_.jpg"
11130,http://www.imdb.com/title/tt0011130,Dr. Jekyll and Mr. Hyde (1920),7,Drama|Horror|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzE5YjQ0OTEtZWYxOS00OGEzLTlhYjMtMTNlOTllNGNiNDY1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
11157,http://www.imdb.com/title/tt0011157,Erotikon (1920),6.7,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMDEwMjQ4OV5BMl5BanBnXkFtZTgwMjIyODg5MTE@._V1_UY268_CR4,0,182,268_AL_.jpg"
11193,http://www.imdb.com/title/tt0011193,The Flapper (1920),6.8,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2NjczNDcxNF5BMl5BanBnXkFtZTcwMzAzMjgyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
11237,http://www.imdb.com/title/tt0011237,The Golem (1920),7.2,Fantasy|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5MTQxMzkxNV5BMl5BanBnXkFtZTgwNTc4MjIyMjE@._V1._CR14.883331298828125,15.533340454101562,313,469_UX182_CR0,0,182,268_AL_.jpg"
11293,http://www.imdb.com/title/tt0011293,High and Dizzy (1920),7,Comedy|Short,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTU0NjcxNDg2OV5BMl5BanBnXkFtZTcwODMzOTAzMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
11358,http://www.imdb.com/title/tt0011358,Just Pals (1920),6.6,Comedy|Drama|Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MTk1NDU4M15BMl5BanBnXkFtZTgwNTE4NDcwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
11358,http://www.imdb.com/title/tt0011358,Just Pals (1920),6.6,Comedy|Drama|Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MTk1NDU4M15BMl5BanBnXkFtZTgwNTE4NDcwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
11362,http://www.imdb.com/title/tt0011362,Karin Ingmarsdotter (1920),7.1,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmVlMzIxYTMtOTA4My00MTNlLTkxZjEtZjQzZWUxMWVmODMzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjMxMjkwMjI@._V1_UY268_CR2,0,182,268_AL_.jpg"
11370,http://www.imdb.com/title/tt0011370,Klostret i Sendomir (1920),7.3,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNDQ5NjAyNF5BMl5BanBnXkFtZTcwMjkxNjkxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
11387,http://www.imdb.com/title/tt0011387,The Last of the Mohicans (1920),6.9,Adventure|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4OTMzNjY1Nl5BMl5BanBnXkFtZTgwMTU5NzgwMzE@._V1._CR49,47,273,392_UY268_CR2,0,182,268_AL_.jpg"
11439,http://www.imdb.com/title/tt0011439,The Mark of Zorro (1920),7.3,Adventure|Romance|Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwMDc3NjQ0NjBeQTJeQWpwZ15BbWU4MDMxODQ3MDIx._V1_UX182_CR0,0,182,268_AL_.jpg"
11508,http://www.imdb.com/title/tt0011508,Neighbors (1920),7.7,Short|Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWUyMjUzMWQtMDhiMi00ZDJjLWJmNTItNjEwOWE1OTMzMDQ5XkEyXkFqcGdeQXVyMzE0MzYzMjY@._V1_UY268_CR5,0,182,268_AL_.jpg"
11521,http://www.imdb.com/title/tt0011521,"Number, Please? (1920)",7,Short|Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNTg3MTQwOV5BMl5BanBnXkFtZTYwOTA0NDc4._V1_UY268_CR52,0,182,268_AL_.jpg"
11541,http://www.imdb.com/title/tt0011541,One Week (1920),8.2,Short|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDU3MGYwZmYtNWYzNy00ZWU2LTliMDUtYTI3NTA1NjgzYmM5XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
11565,http://www.imdb.com/title/tt0011565,The Penalty (1920),7.5,Crime|Drama|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM0NTExNjQzNF5BMl5BanBnXkFtZTgwMjMyMDU4MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
11652,http://www.imdb.com/title/tt0011652,The Saphead (1920),6.2,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NTc0ODAzMF5BMl5BanBnXkFtZTYwNTU3NDg4._V1_UY268_CR7,0,182,268_AL_.jpg"
11656,http://www.imdb.com/title/tt0011656,The Scarecrow (1920),7.9,Comedy|Short|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BODQ0N2RkZjItMWUwZS00YzE0LWFlOTQtYjg4ODcyOTMwNDZmXkEyXkFqcGdeQXVyMjYxMzY2NDk@._V1_UY268_CR3,0,182,268_AL_.jpg"
11723,http://www.imdb.com/title/tt0011723,"Die Spinnen, 2. Teil - Das Brillantenschiff (1920)",6.5,Adventure,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NjAyMzkxNF5BMl5BanBnXkFtZTgwODk2NDk0MjE@._V1_UY268_CR6,0,182,268_AL_.jpg"
11833,http://www.imdb.com/title/tt0011833,From Morn to Midnight (1920),7,Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmFjNjE0M2MtNjQ0Yi00ZjZjLWI5M2QtYWM0ZTg4YWRiMmUyXkEyXkFqcGdeQXVyNTQwODUwMQ@@._V1_UY268_CR87,0,182,268_AL_.jpg"
11841,http://www.imdb.com/title/tt0011841,Way Down East (1920),7.9,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5OTI3NTQ4NV5BMl5BanBnXkFtZTgwNDY3NTAwMjE@._V1_UY268_CR1,0,182,268_AL_.jpg"
11865,http://www.imdb.com/title/tt0011865,Why Change Your Wife? (1920),7.9,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2I3OTVlMTQtNGIyNi00MzkwLTllNjEtNTRkZWI4MjUyYjgwXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
11870,http://www.imdb.com/title/tt0011870,Within Our Gates (1920),6.4,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGZhYjk2ZjAtYzU5Ny00YWM0LWEyMWEtNmIwMTE4Yjk0NzkxXkEyXkFqcGdeQXVyNTAzNTYzMDQ@._V1_UY268_CR2,0,182,268_AL_.jpg"
11904,http://www.imdb.com/title/tt0011904,The Ace of Hearts (1921),7,Crime|Drama|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwOTUyNDk1N15BMl5BanBnXkFtZTYwODI3MzI3._V1_UX182_CR0,0,182,268_AL_.jpg"
11908,http://www.imdb.com/title/tt0011908,The Adventures of Tarzan (1921),6.7,Action|Adventure,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMDA2MzI2MV5BMl5BanBnXkFtZTcwMjg1OTA5MQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
11909,http://www.imdb.com/title/tt0011909,The Affairs of Anatol (1921),7.9,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2NkNTI2YzAtMzljNy00MWI1LTlkMGMtZGVhMjkwNzU4ZDcwXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
11960,http://www.imdb.com/title/tt0011960,The Wildcat (1921),7.2,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyNDUyMTYzNF5BMl5BanBnXkFtZTcwODExMjA0MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
11979,http://www.imdb.com/title/tt0011979,The Blot (1921),6.9,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0Nzg0NTM1N15BMl5BanBnXkFtZTgwNzM5NzgwMzE@._V1_UY268_CR4,0,182,268_AL_.jpg"
11984,http://www.imdb.com/title/tt0011984,The Boat (1921),7.2,Short|Comedy|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MTY4MTAyMV5BMl5BanBnXkFtZTcwNjUzNzI0NQ@@._V1._CR33,32,299,420_UY268_CR4,0,182,268_AL_.jpg"
12027,http://www.imdb.com/title/tt0012027,Camille (1921),6.6,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4MzE3NDAwN15BMl5BanBnXkFtZTcwOTI4ODIxMw@@._V1_UY268_CR43,0,182,268_AL_.jpg"
12136,http://www.imdb.com/title/tt0012136,Enchantment (1921),7.2,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTA1MTA5NTc2OV5BMl5BanBnXkFtZTgwMDg4NDAwNzE@._V1_UY268_CR9,0,182,268_AL_.jpg"
12190,http://www.imdb.com/title/tt0012190,The Four Horsemen of the Apocalypse (1921),7.9,Drama|Romance|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0MTgyMDY0MV5BMl5BanBnXkFtZTgwOTk4OTcwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
12224,http://www.imdb.com/title/tt0012224,The Goat (1921),7.8,Comedy|Short,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMzQ5Mjk0NV5BMl5BanBnXkFtZTgwNTQ4MTI2MzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
12253,http://www.imdb.com/title/tt0012253,Hard Luck (1921),7.1,Short|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzA2MTliYWUtZjhlOS00YzEwLThlZGUtMjBhNzRhNDVlMGQ3XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_UY268_CR79,0,182,268_AL_.jpg"
12255,http://www.imdb.com/title/tt0012255,The Haunted House (1921),7,Short|Comedy|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNjI0NDE1M15BMl5BanBnXkFtZTgwOTU4MTI2MzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
12278,http://www.imdb.com/title/tt0012278,The 'High Sign' (1921),7.7,Short|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3ODY1MDg4Ml5BMl5BanBnXkFtZTcwMjYzMDE2MQ@@._V1_UY268_CR43,0,182,268_AL_.jpg"
12281,http://www.imdb.com/title/tt0012281,Hintertreppe (1921),6.9,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2YxZWJjZWYtN2FkMi00N2VhLWI4NDAtNDdiMTQ0ZTFlOTAwXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
12304,http://www.imdb.com/title/tt0012304,The Idle Class (1921),7.5,Short|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BODEwYjA1ODgtMDRhOC00ZWFlLWE3MGEtYmE2MTE2N2ZmZGFiXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
12349,http://www.imdb.com/title/tt0012349,The Kid (1921),8.3,Comedy|Drama|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjhhMThhNDItNTY2MC00MmU1LTliNDEtNDdhZjdlNTY5ZDQ1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
12364,http://www.imdb.com/title/tt0012364,K�_rkarlen (1921),8.1,Drama|Fantasy|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyNzU4MzU2OF5BMl5BanBnXkFtZTgwMTAzMDkwMjE@._V1_UY268_CR2,0,182,268_AL_.jpg"
12408,http://www.imdb.com/title/tt0012408,The Love Light (1921),6.7,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMTA2MTM4OF5BMl5BanBnXkFtZTgwOTUwNzYwMjE@._V1_UY268_CR76,0,182,268_AL_.jpg"
12465,http://www.imdb.com/title/tt0012465,Miss Lulu Bett (1921),7.2,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MTY0MzY0Ml5BMl5BanBnXkFtZTgwNjE4NDAxMjE@._V1_UY268_CR4,0,182,268_AL_.jpg"
12486,http://www.imdb.com/title/tt0012486,My Boy (1921),6.1,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmVkY2ZhYmUtNzgyNS00Y2Q3LWEzZjYtYTJmNTIxNmIyOGQ4XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
12494,http://www.imdb.com/title/tt0012494,Der m�_de Tod (1921),7.7,Drama|Fantasy|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmQxOGUwMDUtZjdmMC00MGRiLWE1MmItZjkyODdkYzY0YWZhL2ltYWdlXkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_UY268_CR16,0,182,268_AL_.jpg"
12499,http://www.imdb.com/title/tt0012499,Never Weaken (1921),7.6,Short|Comedy|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwMjA3ODE0NV5BMl5BanBnXkFtZTgwNjczODYwMjE@._V1_UY268_CR0,0,182,268_AL_.jpg"
12512,http://www.imdb.com/title/tt0012512,Now or Never (1921),6.9,Comedy|Short,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTU0NjcxNDg2OV5BMl5BanBnXkFtZTcwODMzOTAzMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
12532,http://www.imdb.com/title/tt0012532,Orphans of the Storm (1921),7.9,Drama|History|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxMDYxNDgyNV5BMl5BanBnXkFtZTcwMTQ5MDUyMQ@@._V1._CR1,26,352,443_UY268_CR15,0,182,268_AL_.jpg"
12543,http://www.imdb.com/title/tt0012543,The Paleface (1922),7,Short|Comedy|Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4MjcxMDczMF5BMl5BanBnXkFtZTcwMTc1MDc0NQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
12570,http://www.imdb.com/title/tt0012570,The Play House (1921),7.7,Short|Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3OTE0NjE3MF5BMl5BanBnXkFtZTcwMDM1NzI0NQ@@._V1._CR43,34,267,417_UX182_CR0,0,182,268_AL_.jpg"
12645,http://www.imdb.com/title/tt0012645,Mad Love (1921),6.9,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjdhMmU5NTEtNGY5Zi00YWE1LWI4NDYtNjJiMTI1YWMwODJiXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
12651,http://www.imdb.com/title/tt0012651,The Haunted Castle (1921),6.3,Crime|Drama|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNTQ2Njg3M15BMl5BanBnXkFtZTgwNjI1MTA5MTE@._V1_UY268_CR91,0,182,268_AL_.jpg"
12675,http://www.imdb.com/title/tt0012675,The Sheik (1921),7.2,Adventure|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5ODg4NDU3OV5BMl5BanBnXkFtZTgwNjA1NDIwMjE@._V1_UY268_CR1,0,182,268_AL_.jpg"
12752,http://www.imdb.com/title/tt0012752,The Three Musketeers (1921),7,Action|Adventure|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzA1OTgzMzcxNF5BMl5BanBnXkFtZTgwODMyNzM2MzE@._V1_UY268_CR1,0,182,268_AL_.jpg"
12752,http://www.imdb.com/title/tt0012752,The Three Musketeers (1921),7,Action|Adventure|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzA1OTgzMzcxNF5BMl5BanBnXkFtZTgwODMyNzM2MzE@._V1_UY268_CR1,0,182,268_AL_.jpg"
12763,http://www.imdb.com/title/tt0012763,Tol'able David (1921),7.9,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwMzA3MDAyNl5BMl5BanBnXkFtZTgwNzMyNTE1MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
12881,http://www.imdb.com/title/tt0012881,The Adventures of Robinson Crusoe (1922),8.2,Adventure,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWY5ZjMwNWEtMzhmMy00NTNmLWI2ZTAtNjA4OGUwYjUyZDA4XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
12938,http://www.imdb.com/title/tt0012938,Beyond the Rocks (1922),7.7,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTQ0NDQyNzQyOF5BMl5BanBnXkFtZTgwOTQ5Mzc0MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
12945,http://www.imdb.com/title/tt0012945,The Blacksmith (1922),7,Comedy|Short,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMjEwNzgyNV5BMl5BanBnXkFtZTYwOTU2MDU2._V1_UY268_CR88,0,182,268_AL_.jpg"
13025,http://www.imdb.com/title/tt0013025,Cops (1922),7.7,Short|Comedy|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjI5NDM2NmUtMDNlOS00ZjRkLWE5MmMtNThmMzIzNzBiM2Y0XkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
13055,http://www.imdb.com/title/tt0013055,Daydreams (1922),6.9,Short|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MjUwOTEyNF5BMl5BanBnXkFtZTcwNzc0NzI0NQ@@._V1._CR33.883331298828125,33.53334045410156,278,419_UX182_CR0,0,182,268_AL_.jpg"
13059,http://www.imdb.com/title/tt0013059,Der var engang (1922),6.6,Drama|Family|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BODY5YzA4MDAtNzA0OC00ZDA4LTk5MTktM2U1MGZkNzc0MDEyXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_UY268_CR7,0,182,268_AL_.jpg"
13075,http://www.imdb.com/title/tt0013075,Dr. Jack (1922),7.2,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NzMzMzg3OV5BMl5BanBnXkFtZTgwNzgzODYwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
13086,http://www.imdb.com/title/tt0013086,Dr. Mabuse: The Gambler (1922),7.9,Crime|Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwMzk5MTI1MV5BMl5BanBnXkFtZTgwNDY1MTA5MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
13099,http://www.imdb.com/title/tt0013099,The Electric House (1922),7.3,Short|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4ODMzNTUxNl5BMl5BanBnXkFtZTcwODY0NzI0NQ@@._V1._CR40.883331298828125,32.53334045410156,271,417_UX182_CR0,0,182,268_AL_.jpg"
13140,http://www.imdb.com/title/tt0013140,Foolish Wives (1922),7.3,Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NDkxMTY1Nl5BMl5BanBnXkFtZTgwNDI1NDU5MTE@._V1_UY268_CR0,0,182,268_AL_.jpg"
13158,http://www.imdb.com/title/tt0013158,The Frozen North (1922),6.6,Short|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzQxNDkyMTE2MV5BMl5BanBnXkFtZTgwMjM5NzgwMzE@._V1_UY268_CR1,0,182,268_AL_.jpg"
13201,http://www.imdb.com/title/tt0013201,Grandma's Boy (1922),7.1,Comedy|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5NDM4OTU2NV5BMl5BanBnXkFtZTgwOTIzODYwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
13257,http://www.imdb.com/title/tt0013257,H�_xan (1922),7.7,Documentary|Fantasy|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMjg4ODI3Ml5BMl5BanBnXkFtZTgwNDA2MDM5MTE@._V1_UY268_CR4,0,182,268_AL_.jpg"
13367,http://www.imdb.com/title/tt0013367,The Man from Beyond (1922),5.6,Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzg3NTI3MDU2NF5BMl5BanBnXkFtZTgwNjQ4MzkwMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
13372,http://www.imdb.com/title/tt0013372,Manslaughter (1922),7.5,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjA3MTI3MDQzOF5BMl5BanBnXkFtZTgwMDEwNjE4MjE@._V1_UY268_CR47,0,182,268_AL_.jpg"
13386,http://www.imdb.com/title/tt0013386,Merry-Go-Round (1923),6.9,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjY1NDI0MTQ0N15BMl5BanBnXkFtZTcwNTc2MjUxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
13422,http://www.imdb.com/title/tt0013422,My Wife's Relations (1922),6.7,Short|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMzQzNzc4M15BMl5BanBnXkFtZTgwNTMwODgwMzE@._V1_UY268_CR9,0,182,268_AL_.jpg"
13427,http://www.imdb.com/title/tt0013427,Nanook of the North (1922),7.7,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4Njk3MjU5Ml5BMl5BanBnXkFtZTgwOTIyODg5MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
13442,http://www.imdb.com/title/tt0013442,Nosferatu (1922),8,Fantasy|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTFhNzc2OWYtYTlkMi00ZTNhLWJhMmMtMmM1MTUzMTlkZThmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR9,0,182,268_AL_.jpg"
