imdbId,Imdb Link,Title,IMDB Score,Genre,Poster
88740,http://www.imdb.com/title/tt0088740,Artie Shaw: Time Is All You've Got (1985),8.4,Documentary|Biography|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDc3ZjJjOGYtZjQ0Ni00NDE0LWExMDQtYjgzMjQ2ZmRhZjA3XkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
88748,http://www.imdb.com/title/tt0088748,Ast�rix et la surprise de C�sar (1985),6.8,Animation|Adventure|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDYzNjc3MV5BMl5BanBnXkFtZTcwNTM1NzUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
88757,http://www.imdb.com/title/tt0088757,Avenging Angel (1985),4.7,Action|Crime|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5MDQxMzc5MV5BMl5BanBnXkFtZTcwODA5MzEyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
88758,http://www.imdb.com/title/tt0088758,The Aviator (1985),5.5,Adventure|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1Nzg5NDI5OF5BMl5BanBnXkFtZTcwNDgwMTMzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
88760,http://www.imdb.com/title/tt0088760,Baby: Secret of the Lost Legend (1985),5,Family|Adventure|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzcwODA5NjMzMl5BMl5BanBnXkFtZTcwNDcxMDIyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
88763,http://www.imdb.com/title/tt0088763,Back to the Future (1985),8.5,Adventure|Comedy|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
88765,http://www.imdb.com/title/tt0088765,Bad Medicine (1985),4.4,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3NjMwMzc3MF5BMl5BanBnXkFtZTcwMTU5NjAyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
88771,http://www.imdb.com/title/tt0088771,Barbarian Queen (1985),3.9,Adventure|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MjA5MTE4OF5BMl5BanBnXkFtZTcwMTIyMjcxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
88775,http://www.imdb.com/title/tt0088775,Basic Training (1985),4.2,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5MzU2NzM1MF5BMl5BanBnXkFtZTcwOTQ1ODcxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
88781,http://www.imdb.com/title/tt0088781,Beer (1985),5.2,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxNjQ4ODM5MV5BMl5BanBnXkFtZTcwOTg0MjMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
88782,http://www.imdb.com/title/tt0088782,Before Stonewall (1984),7.6,Documentary|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxMTgxNDc4M15BMl5BanBnXkFtZTcwNDc1NTUyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
88784,http://www.imdb.com/title/tt0088784,O Beijo No Asfalto (1981),6.9,Crime|Drama|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjMzY2VlMzYtMmEzNi00MDBkLWIyZWEtNTkyMDBiNzI3NGRiXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
88794,http://www.imdb.com/title/tt0088794,Better Off Dead... (1985),7.2,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzRmMjE0MzMtZmQzYi00NjQ1LTk5ODgtYWEzZDViODkxNWFjXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
88800,http://www.imdb.com/title/tt0088800,The Big Bet (1985),4.7,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BODM1MGU3YWQtZmRkZC00Y2QzLWJiZTktNmMwMDRmMzk5NDY1XkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_UX182_CR0,0,182,268_AL_.jpg"
88805,http://www.imdb.com/title/tt0088805,The Big Snit (1985),7.3,Animation|Short|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NDIxODA2Ml5BMl5BanBnXkFtZTcwMzk4MjAzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
88811,http://www.imdb.com/title/tt0088811,Angry Harvest (1985),7.2,Drama|Romance|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NjA4Mjk1NV5BMl5BanBnXkFtZTcwNzk3MDQzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
88812,http://www.imdb.com/title/tt0088812,Het bittere kruid (1985),5.9,Biography|Drama|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2YwOTZiMmUtMzlmOC00ZjIzLTkxNGEtMzY1ZTAyY2FlMmNlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UY268_CR3,0,182,268_AL_.jpg"
88814,http://www.imdb.com/title/tt0088814,The Black Cauldron (1985),6.5,Animation|Action|Adventure,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTM0N2Q4NjMtZjk2Yy00MmI0LTk2YTItMGQ3NGI5MjU4NzA5XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
88816,http://www.imdb.com/title/tt0088816,Blackout (1985),6.3,Crime|Drama|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNTYzNTkwNV5BMl5BanBnXkFtZTcwMDkyMDAzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
88818,http://www.imdb.com/title/tt0088818,Blastfighter (1984),5.7,Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWIwNTllMzktYjM5Ny00ODhhLWI1MGYtZDUyMGU4YTIyYWNmXkEyXkFqcGdeQXVyMjcwNDczMjY@._V1_UX182_CR0,0,182,268_AL_.jpg"
88821,http://www.imdb.com/title/tt0088821,Bliss (1985),7,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyMjE2Njg3NV5BMl5BanBnXkFtZTcwMTg5MzEzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
88846,http://www.imdb.com/title/tt0088846,Brazil (1985),8,Drama|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDM0YTM3Y2UtNzY5MC00OTc4LThhZTYtMmM0ZGZjMmU1ZjdmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR1,0,182,268_AL_.jpg"
88847,http://www.imdb.com/title/tt0088847,The Breakfast Club (1985),7.9,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTM5N2ZmZTMtNjlmOS00YzlkLTk3YjEtNTU1ZmQ5OTdhODZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
88848,http://www.imdb.com/title/tt0088848,Breaking All the Rules (1985),5.8,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0Nzk3MjE4OF5BMl5BanBnXkFtZTcwOTY2MzEyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
88850,http://www.imdb.com/title/tt0088850,Brewster's Millions (1985),6.5,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2MyMGJmZGEtOGQzNC00ZGMyLWEwNDYtMGExZjBlYjZlZGNkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
88853,http://www.imdb.com/title/tt0088853,Bridge to Terabithia (1985),6,Drama|Family|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxNzE1NzY1N15BMl5BanBnXkFtZTcwMjQyNzI0MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
88855,http://www.imdb.com/title/tt0088855,Bring on the Night (1985),7.4,Documentary|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2OTc4ODEzMV5BMl5BanBnXkFtZTcwNTM4NTgyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
88865,http://www.imdb.com/title/tt0088865,A Bunny's Tale (1985),6,Biography|Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMzM0Mzc0MV5BMl5BanBnXkFtZTYwNjU2NTE5._V1_UX182_CR0,0,182,268_AL_.jpg"
88883,http://www.imdb.com/title/tt0088883,Car Trouble (1986),5,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MzIyOTg3OF5BMl5BanBnXkFtZTcwMzg5MDUyMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg"
88885,http://www.imdb.com/title/tt0088885,The Care Bears Movie (1985),5.5,Animation|Adventure|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTEzMzI5MTcxM15BMl5BanBnXkFtZTcwNjEyNzU0MQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
88889,http://www.imdb.com/title/tt0088889,Cat's Eye (1985),6.2,Comedy|Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTA0MDliYzMtYTNhMS00MjkyLWExMGItYzY5MjFhOTNmZjRhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
88891,http://www.imdb.com/title/tt0088891,Cavegirl (1985),3.7,Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjZiZmYxYTctNzUyNy00ZTVkLWJlNDctYzEwOGE1ODM2NGRmL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
88895,http://www.imdb.com/title/tt0088895,Certain Fury (1985),5.2,Action|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxODg2NDY5Nl5BMl5BanBnXkFtZTcwMTU3MTAzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
88915,http://www.imdb.com/title/tt0088915,A Chorus Line (1985),6.1,Drama|Music|Musical,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzOTIwOTA1NF5BMl5BanBnXkFtZTcwMDg4NzQzNA@@._V1_UY268_CR7,0,182,268_AL_.jpg"
88919,http://www.imdb.com/title/tt0088919,Chronos (1985),7.8,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmVlNTUzYmUtMjkzNy00MjRlLTkxNGUtZmU2YTFkNzMzNzdiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
88925,http://www.imdb.com/title/tt0088925,City Limits (1984),2.1,Sci-Fi|Action|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWM4M2Y4MDEtYzYzNC00NWY3LWE3ZTAtOTVmMTVmOGU1N2QwXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
88926,http://www.imdb.com/title/tt0088926,Ciuleandra (1985),7.9,,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzU3YjA5ZDgtYWIzMi00NTRkLWE3ZjItZTA2NzdmMDViNDI5XkEyXkFqcGdeQXVyMTM3OTE2Mzg@._V1_UY268_CR3,0,182,268_AL_.jpg"
88930,http://www.imdb.com/title/tt0088930,Clue (1985),7.3,Comedy|Crime|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2VlNTE1ZmMtOTAyNS00ODYwLWFmY2MtZWEzOTE2YjE1NDE2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
88931,http://www.imdb.com/title/tt0088931,The Coca-Cola Kid (1985),6,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDUxMjIyMTk3N15BMl5BanBnXkFtZTcwMjM5NzgxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
88933,http://www.imdb.com/title/tt0088933,Cocoon (1985),6.7,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzFiMWRiZTItMjViNy00ZjUzLTg1MTMtNTU4OGRlNzA2MTc2L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
88934,http://www.imdb.com/title/tt0088934,Code Name: Emerald (1985),6,Action|Drama|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjk4NzFkYmEtNjVkZi00YmNjLWI5NjEtOTI1NjlhMWQ1YTNlXkEyXkFqcGdeQXVyMTE4NzE2NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
88936,http://www.imdb.com/title/tt0088936,Code of Silence (1985),6,Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDUxNDAyNTY1NV5BMl5BanBnXkFtZTcwMzM4OTEzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
88939,http://www.imdb.com/title/tt0088939,The Color Purple (1985),7.8,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDRkOWQ5NGUtYTVmOS00ZjNhLWEwODgtOGI2MmUxNTBkMjU0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
88944,http://www.imdb.com/title/tt0088944,Commando (1985),6.7,Action|Adventure|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWE0ZjFhYjItMzI5MC00MDllLWE4OGMtMzlhNGQzN2RjN2MwXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
88959,http://www.imdb.com/title/tt0088959,Criminally Insane 2 (1987),1.7,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3NzcyMjQ2NF5BMl5BanBnXkFtZTcwNDEyMDYzMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg"
88960,http://www.imdb.com/title/tt0088960,Creator (1985),6.1,Comedy|Romance|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxMzM5OTA0Ml5BMl5BanBnXkFtZTgwNzQ0MzQxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
88961,http://www.imdb.com/title/tt0088961,Creature (1985),4.2,Horror|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDc1YzFkYWEtZmVhMi00YzdhLTlhZTQtYzllNmU5MWU2OWJkXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
88963,http://www.imdb.com/title/tt0088963,Crime Wave (1985),7.2,Adventure|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAyMjI1NTM1OTBeQTJeQWpwZ15BbWU2MDAwNzM3Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
88967,http://www.imdb.com/title/tt0088967,Crimewave (1985),5.8,Comedy|Crime|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NzExNzUxNV5BMl5BanBnXkFtZTcwMTI1OTMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
88979,http://www.imdb.com/title/tt0088979,D.A.R.Y.L. (1985),6.2,Family|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzNjYwOTg1NV5BMl5BanBnXkFtZTcwMjkwMjcyMQ@@._V1_UY268_CR20,0,182,268_AL_.jpg"
88983,http://www.imdb.com/title/tt0088983,Kamui no ken (1985),6.9,Animation|Action|Adventure,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0NzQ1OTc5OF5BMl5BanBnXkFtZTcwODk5NDUyMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg"
88987,http://www.imdb.com/title/tt0088987,Dance with a Stranger (1985),6.8,Biography|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzIyNjIzOTE5N15BMl5BanBnXkFtZTgwODIxOTc0MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
88992,http://www.imdb.com/title/tt0088992,Davandeh (1984),8,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzODQ3NDU0NV5BMl5BanBnXkFtZTcwNjg1ODEyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
88993,http://www.imdb.com/title/tt0088993,Day of the Dead (1985),7.2,Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWVmMzlhZGYtMWRiOS00MGIwLTk5YTAtZGE4OTcyYjU3YzZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
89003,http://www.imdb.com/title/tt0089003,Death Wish 3 (1985),5.9,Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWE3ZGYzZmQtNjc0Yy00NTkzLTkxZTQtNTljNzE5NGU2ZjJlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
89006,http://www.imdb.com/title/tt0089006,Death of a Salesman (1985),7.3,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjY3NWQxYmMtZTlmNS00MmI3LTkxNDktM2U5ZjllNWJmZGIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg"
89009,http://www.imdb.com/title/tt0089009,Defense of the Realm (1986),6.6,Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BODEwMzY4NDg1OV5BMl5BanBnXkFtZTcwNTUzNDYxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
89010,http://www.imdb.com/title/tt0089010,The Defiant Ones (1986),6.1,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3MjUzOTg1Nl5BMl5BanBnXkFtZTgwNDg0ODk1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
89013,http://www.imdb.com/title/tt0089013,Demons (1985),6.7,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BODQxN2JiMmUtODAwYi00ZTA0LTk4MDAtYWQ0MmJiNjRkZDg3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg"
89015,http://www.imdb.com/title/tt0089015,Desert Hearts (1985),7,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM4Njk1MDk2OV5BMl5BanBnXkFtZTcwNjE5NDY0MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
89017,http://www.imdb.com/title/tt0089017,Desperately Seeking Susan (1985),5.9,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzMzA5NjIzOF5BMl5BanBnXkFtZTYwOTA2NTI5._V1_UY268_CR2,0,182,268_AL_.jpg"
89018,http://www.imdb.com/title/tt0089018,Manoel dans l'̨le des merveilles,8.4,Drama|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWE0NDE2ZDEtZDBiOS00NGU1LThjZTQtNDA0YWE0OGJiYTFiXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_UY268_CR12,0,182,268_AL_.jpg"
89026,http://www.imdb.com/title/tt0089026,The Dirty Dozen: Next Mission (1985),5,Action|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyNzE5NjUzM15BMl5BanBnXkFtZTYwMTIyMjE5._V1_UX182_CR0,0,182,268_AL_.jpg"
89028,http://www.imdb.com/title/tt0089028,Dirty Story (1984),5.4,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzZTFmOWQtYWQyNy00MjZhLTk0MDEtMzc4OTM0NmU2ODIzXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UY268_CR3,0,182,268_AL_.jpg"
89029,http://www.imdb.com/title/tt0089029,Disciples of the 36th Chamber (1985),6.6,Action|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMzIzOTUyN15BMl5BanBnXkFtZTcwMTA0MTc5Mw@@._V1_UY268_CR9,0,182,268_AL_.jpg"
89034,http://www.imdb.com/title/tt0089034,The Doctor and the Devils (1985),6.2,Horror|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjdkZGVlM2MtMmMxMi00YzBmLTlhMDUtOTAxOTJlNDNhYTJiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
89038,http://www.imdb.com/title/tt0089038,Don't Open Till Christmas (1984),4,Horror|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTljMjAxMzYtMzAxZC00MmViLTljYmEtMzdhYzVlNjUwNzlhXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_UY268_CR4,0,182,268_AL_.jpg"
89050,http://www.imdb.com/title/tt0089050,The Dream Is Alive (1985),7.7,Documentary|Short,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NTc4NjA4OF5BMl5BanBnXkFtZTcwNTA3MjkyMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg"
